(374.71054734810446, 533.7184054901761)
(376.04624804520193, 336.87597600812836)
(376.9418404324152, 338.627750336092)
(378.1310333034781, 461.4877004790498)
(379.0435319321462, 681.0737251731243)
(380.7723559659556, 612.0269339718891)
(380.84678922637727, 411.15084422575916)
(381.7457049932745, 670.3796196572574)
(382.12806255388716, 321.49758729682327)
(383.58892065581455, 458.5695908861726)
(383.66887258403267, 219.11282702433357)
(383.6756843529432, 494.5864483588767)
(383.9807857151299, 681.970867367938)
(384.1401883705428, 370.87268054347805)
(384.16733450676236, 407.5618439212427)
(384.61990594503555, 466.80905588598375)
(384.627841406567, 562.8215251244801)
(385.5928944224882, 597.6358925030329)
(385.7199347572891, 265.62537584273184)
(388.5452514765904, 361.32396557218226)
(389.18230897245485, 470.5505637502439)
(389.3328577287469, 367.6907150649831)
(389.7844333358629, 669.1402302251818)
(389.79947976505264, 654.7703051962769)
(390.244509384596, 465.9141615435266)
(390.7296153791092, 463.7967207312802)
(391.2116500533704, 366.53942814378377)
(391.38856846274666, 270.284745113914)
(392.1520204878601, 390.4798981340135)
(392.1882670432359, 337.98136033719834)
(393.0191511288781, 465.4727062078776)
(393.0742430458518, 397.9348414985011)
(393.0910751982701, 453.48917670146596)
(393.3917527978831, 452.1767480200029)
(393.4338689023437, 574.2277629105953)
(393.6142766073882, 573.689181009837)
(393.78569640261077, 573.8964858314694)
(394.24267945137905, 452.87346091232337)
(394.5475462251517, 396.3424266651943)
(394.971613044773, 413.2725555468737)
(395.01095209337683, 445.1090994850064)
(395.83551111807583, 420.25602299012087)
(396.33545364214535, 661.7104948499127)
(396.4051014733462, 661.7844500349528)
(396.466995840011, 438.7536091624567)
(396.49336483404556, 476.54617019662555)
(396.62826420151686, 661.5365088995587)
(397.5428517333117, 434.0576020993883)
(397.68535520661266, 337.74830488738417)
(398.150137647493, 438.9667013802948)
(398.30977157424843, 338.40055295366943)
(398.3442142586419, 820.1229468261413)
(398.73953857836193, 276.3269214212488)
(399.0561551885639, 557.4432157434358)
(399.1114577994661, 446.7376968151787)
(399.1963143080678, 667.6891318280503)
(399.52135474451757, 450.0511686926063)
(399.6333936955363, 546.0599493425052)
(400.10992093310574, 422.8525929818254)
(400.4804556284357, 470.93452875377665)
(400.5047557867865, 458.0006587708565)
(400.6663896395463, 666.3092765716492)
(400.9805365839487, 461.8467140055918)
(401.2667639537684, 464.1604817755097)
(401.5126354373874, 416.729879651357)
(401.61473016952783, 667.316267000018)
(401.86388561401026, 468.9874165758315)
(402.0032138074052, 414.5885524485806)
(402.2127469970987, 388.05751994604657)
(402.266490469231, 472.2419416011943)
(402.4088178516675, 547.434311582444)
(402.90252550727706, 448.2433946948999)
(403.04321740375667, 545.5404006958776)
(403.25437310190955, 417.65049285978114)
(403.5108627797308, 482.30103744386696)
(404.73781696651577, 821.365998357033)
(404.9610215860697, 740.1298096114197)
(405.2320075996361, 461.8711889390283)
(405.7651806599521, 651.3850940137669)
(405.8066441029182, 463.4381707531303)
(406.26540506043045, 395.9844992914716)
(406.29917664360835, 462.74495453112263)
(406.91311401649654, 461.88086675818795)
(406.9279417757979, 463.25976831917154)
(407.1201205949251, 427.1110695588099)
(409.0979170849166, 527.4649439852346)
(411.1805825016823, 544.3005251522972)
(412.1659545159227, 552.2659479186958)
(412.200301026547, 552.5435937963134)
(412.5005920606375, 552.4316570786834)
(412.645040977219, 556.1387250533548)
(412.6635582195159, 353.3941214577973)
(412.718166376933, 440.8110697737871)
(413.2144054906421, 643.108760069172)
(413.3116976235361, 232.11128646413846)
(413.3401590973509, 232.06172816952576)
(413.34923683072924, 232.06568979997564)
(413.4506764419734, 442.60372893366406)
(413.5874113195566, 452.4871094350681)
(414.2175378403318, 615.6083675502489)
(415.1753793963048, 553.7561849732348)
(415.2914817053148, 461.92909947357833)
(415.37418267204464, 356.2255647850781)
(416.0213941596893, 441.22927109890594)
(416.0645598006282, 449.0006402791536)
(416.57149428680617, 350.9994152285944)
(417.71057930770206, 597.0868682506216)
(418.12202422989344, 648.7650696685247)
(418.2450827419661, 454.33699620198354)
(418.5459968568445, 603.8401085184794)
(419.13123832388413, 339.82637973878855)
(419.25671984540713, 549.9132376713026)
(419.71828776294905, 648.426613549504)
(419.8223413919659, 336.8097815965756)
(420.0794555369508, 616.2360833435464)
(420.48890707062094, 619.5459546620935)
(420.9776689347826, 461.0244069318761)
(421.1268924903095, 441.8756467979732)
(421.361620177497, 461.9640441396736)
(421.4893924155416, 646.7642034592275)
(421.69053552489424, 217.5217075853745)
(421.9057328106963, 688.8621619561915)
(422.17254969732596, 633.1559670385599)
(422.55862102206333, 427.85395000260144)
(422.8684602750769, 220.50324970235732)
(422.8970105095999, 645.4429723736488)
(423.08027375301515, 322.58922150692547)
(423.47746588625637, 645.5829043526708)
(423.60976702545656, 644.7739584776398)
(423.6483484545173, 437.15144994661597)
(423.69392754290425, 645.4542843769161)
(423.71698150901574, 645.6406450446297)
(423.9506115068735, 647.5292329859916)
(424.23167993065357, 437.5058055352697)
(424.9859903353316, 810.0924825659272)
(424.9950210372393, 436.4314390837272)
(425.9345457046037, 663.5667035019562)
(426.12835292249736, 434.83632813597444)
(426.52550344295395, 435.613152611044)
(427.0968258338351, 238.06530059898978)
(427.26689148873845, 694.5548802394228)
(427.9276196124919, 541.7488095181519)
(427.9944297362838, 646.6718212894834)
(428.8644776781583, 235.68026200189306)
(428.96229570076594, 440.37950634602646)
(429.22835166399784, 690.1927458472762)
(429.3914280073251, 625.1355556592712)
(429.41410821588886, 481.67075825973933)
(429.6430220284866, 617.2601853589074)
(429.73874923811036, 694.3186317035775)
(430.14618995565286, 697.6122482469427)
(430.3223834193897, 443.0398312698206)
(430.3713077114047, 239.49432330467332)
(431.04845363472816, 459.422109392338)
(431.2179492819221, 200.93218095230213)
(431.8512777209895, 432.7656784865402)
(432.91656521833204, 621.2190122038215)
(433.22936389309564, 340.79180092156406)
(434.5218656487017, 206.3485445046549)
(434.99760321409394, 736.829474897919)
(435.5028407978575, 496.5716077579708)
(435.8787477732838, 617.9279298983673)
(436.48555788975204, 748.8576103407477)
(437.68517667713087, 462.05801583965723)
(438.1223971213301, 458.29661991151573)
(438.3878932558856, 322.9972659234603)
(438.46362931528586, 630.8316933980215)
(439.81578780258644, 629.562518304584)
(439.95864842278695, 145.34951062522006)
(440.0523730324804, 462.07164335187935)
(440.59626591530537, 447.44677861300397)
(440.6467639511449, 463.2342690809023)
(441.20719036122625, 335.90314603832815)
(441.7821352872367, 218.25086147787323)
(442.13267903642037, 335.3360248118335)
(442.29085539194705, 335.85720279825694)
(442.8560570952789, 514.56700629137)
(443.24779609516924, 633.835514854172)
(443.31573580946537, 633.7951455594855)
(443.45852221311026, 633.9678228742652)
(444.0126043948419, 341.5302231145174)
(444.28391426681037, 692.9284732518901)
(446.7291283652262, 524.0455063424838)
(448.5039637948231, 441.56762556937935)
(450.08954835308066, 641.9869882769622)
(450.3065967055092, 520.676999726217)
(450.3070331679134, 538.3388989128001)
(450.53861472933033, 619.4977625866117)
(452.2705661691325, 537.6069708358252)
(452.4370301097614, 538.0143551465666)
(454.23652052097464, 455.7328057655134)
(454.6803011439519, 641.0136099213173)
(455.2898772043808, 159.0171450817902)
(456.0933234590744, 323.4692270886438)
(458.23482093276164, 513.2118670613017)
(458.40175403668854, 325.36665617947335)
(460.42901187864067, 654.4909154876892)
(461.2728673027652, 323.6072945357226)
(462.7473006535629, 508.9629635492481)
(463.14804706652023, 322.45822132064995)
(463.178017680809, 577.5266105962594)
(463.1847702741151, 657.8235644498119)
(463.5810116562269, 253.98743175986547)
(463.61014096353864, 508.15052217549584)
(463.62680377438573, 323.6700417600015)
(463.83634193131513, 406.84779588473026)
(464.0708651344909, 733.6349870317946)
(464.80630892768653, 621.0255999677836)
(464.906899021469, 462.21472626763517)
(464.94576773388366, 510.76300160412484)
(465.1133939806839, 532.8196684287906)
(465.7857673509573, 168.37412434701065)
(466.13862644976217, 414.4336326269046)
(466.573553490261, 184.80055876081462)
(466.9984302209739, 583.352938534739)
(467.1321199700187, 332.5426355899563)
(468.01081593373624, 334.7667751399916)
(468.46908175343737, 535.5715805497283)
(469.2009982833666, 579.0405232998188)
(469.41929425543265, 412.6795934581278)
(469.44796442652654, 580.6314254169796)
(469.6110783638626, 425.87507398845486)
(469.72520407899003, 580.3234030389976)
(469.7484055061087, 334.6931080079853)
(469.93571343754263, 656.7827222597646)
(469.95332269666034, 580.8816737700388)
(470.4292876363653, 453.1564791255996)
(470.5578473063308, 582.3611163478511)
(470.5701297602049, 579.384662800243)
(470.96011394357396, 522.5270333668382)
(471.42446852298144, 343.40735168446463)
(471.61368115902087, 343.8862833338161)
(472.0828293356249, 581.9361841258078)
(472.8515983862958, 343.5050796692135)
(473.59087632498614, 175.3322995768262)
(474.4440373926825, 529.3415705892115)
(474.46105515066097, 157.8367631746313)
(475.97618582073085, 595.6213220879824)
(476.17958606535456, 580.7946336636427)
(476.87887752672395, 420.4716678113598)
(476.96713995279924, 534.2767468532537)
(477.54721643738935, 452.0239914253562)
(477.85180908954675, 655.5622400048268)
(478.3038412896161, 527.9027871096222)
(478.3930672180326, 341.79864229246795)
(479.3165982132681, 457.8539577821853)
(479.5051422297518, 569.457569890867)
(480.13978546868947, 166.496056666904)
(480.66761853799744, 462.305457819057)
(482.14661738901634, 610.7221120964721)
(483.5094161939684, 525.9623529906511)
(484.17609629064617, 587.9246487803956)
(484.19639745328857, 473.9324919827937)
(484.24217816057535, 548.5066859966536)
(485.2807441594442, 533.010018076705)
(485.9409563096016, 660.6411503145031)
(486.4734695622397, 481.4352559245472)
(487.34290729851296, 623.4389021423824)
(487.697920885237, 485.46972158705466)
(487.8163948709597, 462.346612004104)
(488.2916842499802, 386.1013472716065)
(488.47870828441563, 583.8860926270271)
(488.70248244766117, 688.6831554540773)
(489.35718884300513, 558.5116218677829)
(489.40200100880634, 265.25601758433027)
(490.3482481695912, 482.9742012516005)
(491.04445301795045, 532.1318122240757)
(491.1838304523927, 576.6137405219614)
(491.34741844562916, 633.2390727220329)
(492.3659549498764, 555.1687837030582)
(493.19212232217575, 764.5572415627043)
(493.6696368931247, 399.71392507522967)
(493.77268562986285, 479.7497869047206)
(493.86552426193157, 303.6351564806315)
(494.23481418544316, 578.4832450219681)
(494.5409618185798, 401.91940718469255)
(496.1964016213525, 406.1096268853411)
(497.68563858875416, 574.8020288259479)
(497.8383950508998, 575.1008197185882)
(497.8629852784545, 769.5169729466271)
(498.31262642940845, 520.4442969182788)
(498.3556156644751, 574.615341480107)
(499.12860716201345, 652.281840723299)
(499.3398773669613, 300.28058075171964)
(500.68787081940087, 703.1775654804826)
(501.3817303468713, 530.5567400486116)
(501.57472642023197, 544.9375355342388)
(502.0003723652071, 583.241626984109)
(502.26133099064316, 767.0681189716079)
(503.18052493553023, 447.9456411914349)
(503.3085866586821, 201.82533594810707)
(503.46892043547643, 470.6199140480395)
(503.74274895004197, 542.528791152919)
(503.99608986924886, 597.7393110582623)
(504.358614109786, 665.0811458913814)
(504.37226331473295, 587.8810340775942)
(504.69434630414804, 541.4715351749643)
(505.4359802171097, 543.9151574732118)
(505.8806050965976, 323.3324002019946)
(506.29915831998056, 324.8075286180633)
(506.5317269459656, 333.13363628967863)
(506.6199979701439, 566.8581530413911)
(506.788370213025, 324.8205691944522)
(506.9377540730575, 548.8633779053978)
(506.99697561390997, 779.2158527791663)
(508.15032102368764, 595.27089647326)
(508.2740738733349, 674.6633825666796)
(508.4904653058138, 332.5304632952972)
(508.63629286172625, 333.04441076853294)
(508.9228674668727, 841.6217747068855)
(510.7495516759922, 390.5819917911771)
(510.92300074179127, 395.160810762077)
(511.0167724887862, 331.7525134171936)
(511.11782431908836, 562.6363630439159)
(511.2483031987064, 601.3305344516194)
(511.5842596425059, 570.9292147112527)
(511.7249383558999, 332.91346404845723)
(512.1069372154645, 462.4864481701802)
(512.1602128118328, 446.51694102370146)
(513.0518524949787, 686.3559572065668)
(513.188069200117, 590.0969403543519)
(513.4748050340772, 570.402419222072)
(514.2010035038711, 800.0761772760953)
(514.3141238693179, 573.1679052459547)
(514.7333715358953, 460.0134251986166)
(514.9947442465366, 591.2039889081486)
(515.5726106651873, 492.99255809832357)
(515.6798578267238, 788.4357258126727)
(515.74196518328, 391.5780449691805)
(515.7669406111556, 590.7451553242556)
(516.6062609604433, 528.2370059647777)
(516.7442583413529, 458.1199953022637)
(517.1285445090562, 462.51535663593273)
(517.3462099372283, 775.3194299317627)
(517.509996082541, 583.6980394079632)
(517.530357836712, 556.6173734780934)
(517.8463192331908, 771.382938083919)
(517.9444918445768, 585.1296669455508)
(518.0467927359493, 582.5068025125391)
(518.2840609791657, 576.4235472459811)
(518.3472797801775, 392.09784003025675)
(518.4838263207618, 462.5231587430168)
(518.5743288003424, 568.9814503688428)
(519.0142052440292, 557.703579144199)
(519.0556979813756, 588.790999101988)
(519.114568731454, 555.130387278441)
(519.115159002451, 555.115253482602)
(519.123455214077, 555.1220461686382)
(519.4308722534676, 464.9203045153947)
(519.6225218561754, 757.4019799174841)
(519.969366298345, 591.8014605082536)
(520.112390786588, 577.9229128898797)
(520.1847714162471, 527.6917548247338)
(520.3246374793968, 524.1057672785977)
(520.7096857090639, 217.33823868743107)
(520.7142124471155, 627.0124247281414)
(520.7943082359293, 512.0640078568823)
(520.8830884362608, 594.8120992500781)
(521.0744624802402, 376.88088465793277)
(521.4000887267305, 496.5325683726575)
(521.4471588026294, 495.32575163550104)
(521.4683742440349, 706.9535647041731)
(522.0281612312608, 480.4295900761517)
(522.3453463018269, 472.2973692410402)
(522.5077207518436, 468.1342953512161)
(522.7256222795921, 462.5475779789378)
(523.0899289745914, 383.9840957464098)
(523.1329396420604, 452.104480087683)
(523.4207515615813, 444.7253493980068)
(523.4711710836121, 727.1082492643537)
(523.583208829075, 772.9712383436499)
(523.5892333917278, 385.7438197022628)
(523.723601640244, 796.9769330819895)
(524.0198094719045, 626.311538241112)
(524.4037863488501, 419.52159070785603)
(524.5903408745659, 627.4274948735587)
(524.6538730156028, 389.49598328460803)
(524.9154400425557, 608.0983637092727)
(524.9410356265928, 567.2073842967146)
(524.9494098814082, 715.4726427605968)
(525.0676851395901, 685.2075404459451)
(525.4183832513598, 393.50861962096593)
(525.4635854112496, 392.34969386890947)
(525.5899528871656, 389.109792890306)
(525.7849078206075, 384.111396941804)
(525.8148639873848, 393.5877228235669)
(525.8473756450501, 382.5098015623299)
(525.911840756898, 380.8569982800994)
(525.9287431740829, 707.7640527502552)
(526.4898490553261, 482.78786068507634)
(526.8168105002275, 357.6547277926667)
(527.1047627164635, 381.83752801797385)
(527.3512571864677, 561.8587204590408)
(527.3530377734044, 583.8607788523326)
(527.808401961412, 332.2315868920884)
(527.9304750520498, 382.5162274865181)
(528.0314459785789, 326.5130226471979)
(528.0753257770868, 325.3880005551097)
(528.5191119985275, 687.3745782040774)
(528.5886246716427, 282.35752465232184)
(528.840229430713, 684.8469784089849)
(529.7341659847315, 282.8574524601121)
(529.7821918620418, 281.6261301933017)
(530.0547454971697, 625.0319493866705)
(530.5492294291324, 671.3949897815885)
(530.9897674024852, 628.1127690973743)
(531.2338460009487, 244.4075687625134)
(531.3687600207411, 240.9485452947739)
(531.3972731640553, 325.4765513636153)
(531.6131394300311, 565.3482201620329)
(531.9005254192152, 227.3147584171507)
(532.4893051451439, 386.26338667019456)
(532.5047868485557, 443.28004718739794)
(533.29496096347, 378.5278816804275)
(533.3036315555469, 500.0347854119906)
(533.6537038880781, 646.9588545244771)
(533.8372205819531, 645.5143463435363)
(534.508357247025, 646.8270863770756)
(534.5554120094416, 639.8612726607957)
(535.2419722341426, 504.9410787634107)
(535.840264538753, 506.45546557308256)
(535.9533631359662, 506.74173872500563)
(535.9801032977175, 628.6471526928832)
(536.1074811480561, 439.8877880728718)
(536.3982287283275, 506.24747841114413)
(536.5729151663837, 646.5087784111745)
(536.6161406587389, 623.6407352821329)
(536.6786168018165, 252.71010572455032)
(536.7497035706067, 505.8569782941598)
(537.0144212742084, 506.0177860021686)
(537.5917779972024, 442.4706888658788)
(537.5978041241353, 375.32883767929184)
(537.7813060805859, 614.4694116904318)
(537.9197351149845, 747.2146944350267)
(538.3523098306937, 437.77408096197905)
(538.6430906935391, 536.8003513257738)
(538.8778208563731, 605.8384553959304)
(539.5945145878841, 442.152046376023)
(539.702567036233, 502.57624980364216)
(539.8267066651955, 657.2297518205382)
(540.0208314993379, 596.8415178977583)
(540.3190838181806, 594.4938954256243)
(541.7263984916868, 449.6655532625326)
(541.8995809308369, 382.38107039936114)
(542.8389782673504, 574.6591432291225)
(542.8527350939737, 574.5508596273335)
(542.8648728950934, 524.2360289464997)
(542.8710354253708, 503.8346699910893)
(542.9235858017347, 574.6088700343696)
(543.5375653166404, 525.9387360050844)
(543.6520311094508, 744.0231408940818)
(544.4109988254115, 524.0004485460595)
(544.5788232645182, 597.9871967719515)
(545.1975713513206, 674.9263059808973)
(545.3438653078103, 530.5108103237061)
(545.40972536976, 272.04988554814304)
(545.4186143261525, 462.67821734299906)
(546.3957622801623, 397.69388693051866)
(546.8264718617232, 493.53699010431365)
(547.3480733871816, 494.0818406303173)
(547.512231627185, 493.89945542314405)
(547.6624978388459, 683.0480345361677)
(548.2287268723397, 270.32245696637483)
(548.2834533666024, 685.094031553465)
(548.7506849472246, 682.9440307312782)
(549.1832848075867, 513.4099891954172)
(549.2168571488631, 462.7000831254349)
(549.390862735042, 675.9371943033038)
(550.0101487158964, 677.1485146521786)
(550.229455917392, 676.1393562752999)
(550.4001102128318, 620.7181170907324)
(551.8848890079878, 507.4147010729665)
(551.91148118454, 398.7943465249932)
(552.6558394207228, 488.18473788583003)
(552.7763918077648, 682.5592726068326)
(553.0517186117469, 500.0397106691588)
(553.7913849387226, 703.2422097470769)
(553.8048000088169, 522.5691321176582)
(554.5180191777772, 501.57136768258283)
(555.3322818905701, 294.0287736705724)
(555.4709306059793, 498.1061069476489)
(555.6435817963109, 499.07356574809967)
(555.7060828562747, 498.93486598505297)
(555.7356949973597, 499.0392295601844)
(555.9624653230032, 498.36591263601906)
(556.1115481264922, 405.67983846134183)
(556.3806129034306, 558.446828974939)
(556.615713012718, 498.711193365588)
(556.870115131115, 713.3863706557577)
(557.2697386871286, 504.44573776953183)
(557.9130253113426, 518.7130329390743)
(558.9030510455895, 510.20210359753355)
(558.9934101563017, 565.060294776863)
(559.4952106845677, 480.58597132458436)
(559.880552110462, 618.7079768445723)
(560.6018403861085, 516.1892332840762)
(562.005804697013, 484.9547842540155)
(562.027050675287, 521.2121744036028)
(562.0553771013928, 521.3120066680312)
(562.0675851257058, 415.44402681773505)
(562.1641173517608, 521.2954381135407)
(562.9135432400121, 733.2989655717348)
(563.5144916393355, 784.0265089391348)
(564.7682728663082, 512.2784991637626)
(564.8282653978792, 412.8445992679505)
(564.8754486959648, 315.16729730705265)
(567.1423998010304, 258.73253082645)
(567.1604128232897, 299.1907102152324)
(567.5655227991841, 494.62953381860166)
(567.6897167273072, 749.0360615025893)
(567.7985812007174, 617.0291153403878)
(567.8695588826422, 712.0814335663592)
(568.4655102554333, 470.61967328432735)
(569.9941321454855, 326.50540061089396)
(570.0226505885078, 680.9109563205111)
(570.1209757380583, 351.14876576764493)
(571.0784252870499, 506.35560745882094)
(571.7384419982917, 330.3691217220083)
(571.970091443703, 519.8013196475179)
(571.9752074145438, 462.8310987446927)
(572.2531000113191, 598.6229852243936)
(573.17381663148, 504.38881249334)
(574.2436636543114, 335.9182951012743)
(574.8088441989551, 632.8050776517446)
(574.8827330744721, 403.3774181023543)
(574.9298193898637, 436.530074143477)
(575.0253767462046, 605.6401226465516)
(575.2153340157055, 726.4497337895609)
(575.4576763163466, 462.8511466749859)
(575.4935226739449, 311.89757246419083)
(575.7112535145836, 508.8043360736424)
(575.7922739527286, 330.19725479873307)
(576.7429143892443, 326.68529813921043)
(577.5013739741371, 552.5615845847656)
(577.7803149708143, 553.89724964837)
(578.3556478827434, 345.02651646825365)
(578.6184975820333, 614.7349660155963)
(578.7818823669512, 304.2624572800315)
(579.2112325122475, 317.56657571070343)
(580.0468574998231, 444.91882725885904)
(580.2177031670943, 751.6487007726718)
(581.0616421377827, 310.1829283039891)
(581.1486940994455, 310.4089997625689)
(581.2208140229312, 518.391803846223)
(581.223369479001, 310.1331260605269)
(582.257361086999, 448.54267536297897)
